SciName,Family,Order
Gallicolumba erythroptera,Columbidae,Columbiformes
Gallicolumba hoedtii,Columbidae,Columbiformes
Gallicolumba jobiensis,Columbidae,Columbiformes
Gallicolumba keayi,Columbidae,Columbiformes
Gallicolumba kubaryi,Columbidae,Columbiformes
Gallicolumba luzonica,Columbidae,Columbiformes
Gallicolumba menagei,Columbidae,Columbiformes
Gallicolumba platenae,Columbidae,Columbiformes
Gallicolumba rubescens,Columbidae,Columbiformes
Gallicolumba rufigula,Columbidae,Columbiformes
Gallicolumba sanctaecrucis,Columbidae,Columbiformes
Gallicolumba stairi,Columbidae,Columbiformes
Gallicolumba tristigmata,Columbidae,Columbiformes
Gallicolumba xanthonura,Columbidae,Columbiformes
Geopelia cuneata,Columbidae,Columbiformes
Geopelia humeralis,Columbidae,Columbiformes
Geopelia maugeus,Columbidae,Columbiformes
Geopelia placida,Columbidae,Columbiformes
Geopelia striata,Columbidae,Columbiformes
Geophaps plumifera,Columbidae,Columbiformes
Geophaps scripta,Columbidae,Columbiformes
Geophaps smithii,Columbidae,Columbiformes
Geotrygon albifacies,Columbidae,Columbiformes
Geotrygon caniceps,Columbidae,Columbiformes
Geotrygon carrikeri,Columbidae,Columbiformes
Geotrygon chiriquensis,Columbidae,Columbiformes
Geotrygon chrysia,Columbidae,Columbiformes
Geotrygon costaricensis,Columbidae,Columbiformes
Geotrygon frenata,Columbidae,Columbiformes
Geotrygon goldmani,Columbidae,Columbiformes
Geotrygon lawrencii,Columbidae,Columbiformes
Geotrygon linearis,Columbidae,Columbiformes
Geotrygon montana,Columbidae,Columbiformes
Geotrygon mystacea,Columbidae,Columbiformes
Geotrygon saphirina,Columbidae,Columbiformes
Geotrygon veraguensis,Columbidae,Columbiformes
Geotrygon versicolor,Columbidae,Columbiformes
Geotrygon violacea,Columbidae,Columbiformes
Goura cristata,Columbidae,Columbiformes
Goura scheepmakeri,Columbidae,Columbiformes
Goura victoria,Columbidae,Columbiformes
Gymnophaps albertisii,Columbidae,Columbiformes
Gymnophaps mada,Columbidae,Columbiformes
Gymnophaps solomonensis,Columbidae,Columbiformes
Hemiphaga novaeseelandiae,Columbidae,Columbiformes
Henicophaps albifrons,Columbidae,Columbiformes
Henicophaps foersteri,Columbidae,Columbiformes
Leptotila battyi,Columbidae,Columbiformes
Leptotila cassini,Columbidae,Columbiformes
Leptotila conoveri,Columbidae,Columbiformes
Leptotila jamaicensis,Columbidae,Columbiformes
Leptotila megalura,Columbidae,Columbiformes
Leptotila ochraceiventris,Columbidae,Columbiformes
Leptotila pallida,Columbidae,Columbiformes
Leptotila plumbeiceps,Columbidae,Columbiformes
Leptotila rufaxilla,Columbidae,Columbiformes
Leptotila verreauxi,Columbidae,Columbiformes
Leptotila wellsi,Columbidae,Columbiformes
Leucosarcia melanoleuca,Columbidae,Columbiformes
Lopholaimus antarcticus,Columbidae,Columbiformes
Macropygia amboinensis,Columbidae,Columbiformes
Macropygia emiliana,Columbidae,Columbiformes
Macropygia mackinlayi,Columbidae,Columbiformes
Macropygia magna,Columbidae,Columbiformes
Macropygia nigrirostris,Columbidae,Columbiformes
Macropygia phasianella,Columbidae,Columbiformes
Macropygia ruficeps,Columbidae,Columbiformes
Macropygia rufipennis,Columbidae,Columbiformes
Macropygia tenuirostris,Columbidae,Columbiformes
Macropygia unchall,Columbidae,Columbiformes
Metriopelia aymara,Columbidae,Columbiformes
Metriopelia ceciliae,Columbidae,Columbiformes
Metriopelia melanoptera,Columbidae,Columbiformes
Metriopelia morenoi,Columbidae,Columbiformes
Nesoenas mayeri,Columbidae,Columbiformes
Nesoenas picturata,Columbidae,Columbiformes
Ocyphaps lophotes,Columbidae,Columbiformes
Oena capensis,Columbidae,Columbiformes
Otidiphaps nobilis,Columbidae,Columbiformes
Patagioenas araucana,Columbidae,Columbiformes
Patagioenas caribaea,Columbidae,Columbiformes
Patagioenas cayennensis,Columbidae,Columbiformes
Patagioenas corensis,Columbidae,Columbiformes
Patagioenas fasciata,Columbidae,Columbiformes
Patagioenas flavirostris,Columbidae,Columbiformes
Patagioenas goodsoni,Columbidae,Columbiformes
Patagioenas inornata,Columbidae,Columbiformes
Patagioenas leucocephala,Columbidae,Columbiformes
Patagioenas maculosa,Columbidae,Columbiformes
Patagioenas nigrirostris,Columbidae,Columbiformes
Patagioenas oenops,Columbidae,Columbiformes
Patagioenas picazuro,Columbidae,Columbiformes
Patagioenas plumbea,Columbidae,Columbiformes
Patagioenas speciosa,Columbidae,Columbiformes
Patagioenas squamosa,Columbidae,Columbiformes
Patagioenas subvinacea,Columbidae,Columbiformes
Petrophassa albipennis,Columbidae,Columbiformes
Petrophassa rufipennis,Columbidae,Columbiformes
Phapitreron amethystinus,Columbidae,Columbiformes
Phapitreron brunneiceps,Columbidae,Columbiformes
Phapitreron cinereiceps,Columbidae,Columbiformes
Phapitreron leucotis,Columbidae,Columbiformes
Phaps chalcoptera,Columbidae,Columbiformes
Phaps elegans,Columbidae,Columbiformes
Phaps histrionica,Columbidae,Columbiformes
Ptilinopus arcanus,Columbidae,Columbiformes
Ptilinopus aurantiifrons,Columbidae,Columbiformes
Ptilinopus bernsteinii,Columbidae,Columbiformes
Ptilinopus chalcurus,Columbidae,Columbiformes
Ptilinopus cinctus,Columbidae,Columbiformes
Ptilinopus coralensis,Columbidae,Columbiformes
Ptilinopus coronulatus,Columbidae,Columbiformes
Ptilinopus dohertyi,Columbidae,Columbiformes
Ptilinopus dupetithouarsii,Columbidae,Columbiformes
Ptilinopus eugeniae,Columbidae,Columbiformes
Ptilinopus fischeri,Columbidae,Columbiformes
Ptilinopus granulifrons,Columbidae,Columbiformes
Ptilinopus greyii,Columbidae,Columbiformes
Ptilinopus huttoni,Columbidae,Columbiformes
Ptilinopus hyogastrus,Columbidae,Columbiformes
Ptilinopus insolitus,Columbidae,Columbiformes
Ptilinopus insularis,Columbidae,Columbiformes
Ptilinopus iozonus,Columbidae,Columbiformes
Ptilinopus jambu,Columbidae,Columbiformes
Ptilinopus layardi,Columbidae,Columbiformes
Ptilinopus leclancheri,Columbidae,Columbiformes
Ptilinopus luteovirens,Columbidae,Columbiformes
Ptilinopus magnificus,Columbidae,Columbiformes
Ptilinopus marchei,Columbidae,Columbiformes
Ptilinopus melanospilus,Columbidae,Columbiformes
Ptilinopus merrilli,Columbidae,Columbiformes
Ptilinopus monacha,Columbidae,Columbiformes
Ptilinopus naina,Columbidae,Columbiformes
Ptilinopus occipitalis,Columbidae,Columbiformes
Ptilinopus ornatus,Columbidae,Columbiformes
Ptilinopus pelewensis,Columbidae,Columbiformes
Ptilinopus perlatus,Columbidae,Columbiformes
Ptilinopus perousii,Columbidae,Columbiformes
Ptilinopus porphyraceus,Columbidae,Columbiformes
Ptilinopus porphyreus,Columbidae,Columbiformes
Ptilinopus pulchellus,Columbidae,Columbiformes
Ptilinopus purpuratus,Columbidae,Columbiformes
Ptilinopus rarotongensis,Columbidae,Columbiformes
Ptilinopus regina,Columbidae,Columbiformes
Ptilinopus richardsii,Columbidae,Columbiformes
Ptilinopus rivoli,Columbidae,Columbiformes
Ptilinopus roseicapilla,Columbidae,Columbiformes
Ptilinopus solomonensis,Columbidae,Columbiformes
Ptilinopus subgularis,Columbidae,Columbiformes
Ptilinopus superbus,Columbidae,Columbiformes
Ptilinopus tannensis,Columbidae,Columbiformes
Ptilinopus victor,Columbidae,Columbiformes
Ptilinopus viridis,Columbidae,Columbiformes
Ptilinopus wallacii,Columbidae,Columbiformes
Reinwardtoena browni,Columbidae,Columbiformes
Reinwardtoena crassirostris,Columbidae,Columbiformes
Reinwardtoena reinwardtsi,Columbidae,Columbiformes
Starnoenas cyanocephala,Columbidae,Columbiformes
Stigmatopelia chinensis,Columbidae,Columbiformes
Stigmatopelia senegalensis,Columbidae,Columbiformes
Streptopelia bitorquata,Columbidae,Columbiformes
Streptopelia capicola,Columbidae,Columbiformes
Streptopelia decaocto,Columbidae,Columbiformes
Streptopelia decipiens,Columbidae,Columbiformes
Streptopelia hypopyrrha,Columbidae,Columbiformes
Streptopelia lugens,Columbidae,Columbiformes
Streptopelia orientalis,Columbidae,Columbiformes
Streptopelia reichenowi,Columbidae,Columbiformes
Streptopelia roseogrisea,Columbidae,Columbiformes
Streptopelia semitorquata,Columbidae,Columbiformes
Streptopelia tranquebarica,Columbidae,Columbiformes
Streptopelia turtur,Columbidae,Columbiformes
Streptopelia vinacea,Columbidae,Columbiformes
Treron apicauda,Columbidae,Columbiformes
Treron australis,Columbidae,Columbiformes
Treron bicinctus,Columbidae,Columbiformes
Treron calvus,Columbidae,Columbiformes
Treron capellei,Columbidae,Columbiformes
Treron curvirostra,Columbidae,Columbiformes
Treron floris,Columbidae,Columbiformes
Treron formosae,Columbidae,Columbiformes
Treron fulvicollis,Columbidae,Columbiformes
Treron griseicauda,Columbidae,Columbiformes
Treron olax,Columbidae,Columbiformes
Treron oxyurus,Columbidae,Columbiformes
Treron pembaensis,Columbidae,Columbiformes
Treron phoenicopterus,Columbidae,Columbiformes
Treron pompadora,Columbidae,Columbiformes
Treron psittaceus,Columbidae,Columbiformes
Treron sanctithomae,Columbidae,Columbiformes
Treron seimundi,Columbidae,Columbiformes
Treron sieboldii,Columbidae,Columbiformes
Treron sphenurus,Columbidae,Columbiformes
Treron teysmannii,Columbidae,Columbiformes
Treron vernans,Columbidae,Columbiformes
Treron waalia,Columbidae,Columbiformes
Trugon terrestris,Columbidae,Columbiformes
Turacoena manadensis,Columbidae,Columbiformes
Turacoena modesta,Columbidae,Columbiformes
Turtur abyssinicus,Columbidae,Columbiformes
Turtur afer,Columbidae,Columbiformes
Turtur brehmeri,Columbidae,Columbiformes
Turtur chalcospilos,Columbidae,Columbiformes
Turtur tympanistria,Columbidae,Columbiformes
Uropelia campestris,Columbidae,Columbiformes
Zenaida asiatica,Columbidae,Columbiformes
Zenaida auriculata,Columbidae,Columbiformes
Zenaida aurita,Columbidae,Columbiformes
Zenaida galapagoensis,Columbidae,Columbiformes
Zenaida graysoni,Columbidae,Columbiformes
Zenaida macroura,Columbidae,Columbiformes
Zenaida meloda,Columbidae,Columbiformes
Actenoides bougainvillei,Alcedinidae,Coraciiformes
Actenoides concretus,Alcedinidae,Coraciiformes
Actenoides hombroni,Alcedinidae,Coraciiformes
Actenoides lindsayi,Alcedinidae,Coraciiformes
Actenoides monachus,Alcedinidae,Coraciiformes
Actenoides princeps,Alcedinidae,Coraciiformes
Alcedo argentata,Alcedinidae,Coraciiformes
Alcedo atthis,Alcedinidae,Coraciiformes
Alcedo azurea,Alcedinidae,Coraciiformes
Alcedo coerulescens,Alcedinidae,Coraciiformes
Alcedo cristata,Alcedinidae,Coraciiformes
Alcedo cyanopectus,Alcedinidae,Coraciiformes
Alcedo euryzona,Alcedinidae,Coraciiformes
Alcedo hercules,Alcedinidae,Coraciiformes
Alcedo leucogaster,Alcedinidae,Coraciiformes
Alcedo meninting,Alcedinidae,Coraciiformes
Alcedo pusilla,Alcedinidae,Coraciiformes
Alcedo quadribrachys,Alcedinidae,Coraciiformes
Alcedo semitorquata,Alcedinidae,Coraciiformes
Alcedo vintsioides,Alcedinidae,Coraciiformes
Alcedo websteri,Alcedinidae,Coraciiformes
Caridonax fulgidus,Alcedinidae,Coraciiformes
Ceryle rudis,Alcedinidae,Coraciiformes
Ceyx erithaca,Alcedinidae,Coraciiformes
Ceyx fallax,Alcedinidae,Coraciiformes
Ceyx lecontei,Alcedinidae,Coraciiformes
Ceyx lepidus,Alcedinidae,Coraciiformes
Ceyx madagascariensis,Alcedinidae,Coraciiformes
Ceyx melanurus,Alcedinidae,Coraciiformes
Ceyx pictus,Alcedinidae,Coraciiformes
Ceyx rufidorsa,Alcedinidae,Coraciiformes
Chloroceryle aenea,Alcedinidae,Coraciiformes
Chloroceryle amazona,Alcedinidae,Coraciiformes
Chloroceryle americana,Alcedinidae,Coraciiformes
Chloroceryle inda,Alcedinidae,Coraciiformes
Cittura cyanotis,Alcedinidae,Coraciiformes
Clytoceyx rex,Alcedinidae,Coraciiformes
Dacelo gaudichaud,Alcedinidae,Coraciiformes
Dacelo leachii,Alcedinidae,Coraciiformes
Dacelo novaeguineae,Alcedinidae,Coraciiformes
Dacelo tyro,Alcedinidae,Coraciiformes
Halcyon albiventris,Alcedinidae,Coraciiformes
Halcyon badia,Alcedinidae,Coraciiformes
Halcyon chelicuti,Alcedinidae,Coraciiformes
Halcyon coromanda,Alcedinidae,Coraciiformes
Halcyon cyanoventris,Alcedinidae,Coraciiformes
Halcyon leucocephala,Alcedinidae,Coraciiformes
Halcyon malimbica,Alcedinidae,Coraciiformes
Halcyon pileata,Alcedinidae,Coraciiformes
Halcyon senegalensis,Alcedinidae,Coraciiformes
Halcyon senegaloides,Alcedinidae,Coraciiformes
Halcyon smyrnensis,Alcedinidae,Coraciiformes
Lacedo pulchella,Alcedinidae,Coraciiformes
Megaceryle alcyon,Alcedinidae,Coraciiformes
Megaceryle lugubris,Alcedinidae,Coraciiformes
Megaceryle maxima,Alcedinidae,Coraciiformes
Megaceryle torquata,Alcedinidae,Coraciiformes
Melidora macrorrhina,Alcedinidae,Coraciiformes
Pelargopsis amauroptera,Alcedinidae,Coraciiformes
Pelargopsis capensis,Alcedinidae,Coraciiformes
Pelargopsis melanorhyncha,Alcedinidae,Coraciiformes
Syma megarhyncha,Alcedinidae,Coraciiformes
Syma torotoro,Alcedinidae,Coraciiformes
Tanysiptera carolinae,Alcedinidae,Coraciiformes
Tanysiptera danae,Alcedinidae,Coraciiformes
Tanysiptera ellioti,Alcedinidae,Coraciiformes
Tanysiptera galatea,Alcedinidae,Coraciiformes
Tanysiptera hydrocharis,Alcedinidae,Coraciiformes
Tanysiptera nympha,Alcedinidae,Coraciiformes
Tanysiptera riedelii,Alcedinidae,Coraciiformes
Tanysiptera sylvia,Alcedinidae,Coraciiformes
Todiramphus albonotatus,Alcedinidae,Coraciiformes
Todiramphus australasia,Alcedinidae,Coraciiformes
Todiramphus chloris,Alcedinidae,Coraciiformes
Todiramphus cinnamominus,Alcedinidae,Coraciiformes
Todiramphus diops,Alcedinidae,Coraciiformes
Todiramphus enigma,Alcedinidae,Coraciiformes
Todiramphus farquhari,Alcedinidae,Coraciiformes
Todiramphus funebris,Alcedinidae,Coraciiformes
Todiramphus gambieri,Alcedinidae,Coraciiformes
Todiramphus godeffroyi,Alcedinidae,Coraciiformes
Todiramphus lazuli,Alcedinidae,Coraciiformes
Todiramphus leucopygius,Alcedinidae,Coraciiformes
Todiramphus macleayii,Alcedinidae,Coraciiformes
Todiramphus nigrocyaneus,Alcedinidae,Coraciiformes
Todiramphus pyrrhopygius,Alcedinidae,Coraciiformes
Todiramphus recurvirostris,Alcedinidae,Coraciiformes
Todiramphus ruficollaris,Alcedinidae,Coraciiformes
Todiramphus sanctus,Alcedinidae,Coraciiformes
Todiramphus saurophaga,Alcedinidae,Coraciiformes
Todiramphus tutus,Alcedinidae,Coraciiformes
Todiramphus veneratus,Alcedinidae,Coraciiformes
Todiramphus winchelli,Alcedinidae,Coraciiformes
Atelornis crossleyi,Brachypteraciidae,Coraciiformes
Atelornis pittoides,Brachypteraciidae,Coraciiformes
Brachypteracias leptosomus,Brachypteraciidae,Coraciiformes
Brachypteracias squamiger,Brachypteraciidae,Coraciiformes
Uratelornis chimaera,Brachypteraciidae,Coraciiformes
Coracias abyssinicus,Coraciidae,Coraciiformes
Coracias benghalensis,Coraciidae,Coraciiformes
Coracias caudatus,Coraciidae,Coraciiformes
Coracias cyanogaster,Coraciidae,Coraciiformes
Coracias garrulus,Coraciidae,Coraciiformes
Coracias naevia,Coraciidae,Coraciiformes
Coracias spatulatus,Coraciidae,Coraciiformes
Coracias temminckii,Coraciidae,Coraciiformes
Eurystomus azureus,Coraciidae,Coraciiformes
Eurystomus glaucurus,Coraciidae,Coraciiformes
Eurystomus gularis,Coraciidae,Coraciiformes
Eurystomus orientalis,Coraciidae,Coraciiformes
Meropogon forsteni,Meropidae,Coraciiformes
Merops albicollis,Meropidae,Coraciiformes
Merops apiaster,Meropidae,Coraciiformes
Merops boehmi,Meropidae,Coraciiformes
Merops breweri,Meropidae,Coraciiformes
Merops bullockoides,Meropidae,Coraciiformes
Merops bulocki,Meropidae,Coraciiformes
Merops gularis,Meropidae,Coraciiformes
Merops hirundineus,Meropidae,Coraciiformes
Merops leschenaulti,Meropidae,Coraciiformes
Merops malimbicus,Meropidae,Coraciiformes
Merops muelleri,Meropidae,Coraciiformes
Merops nubicoides,Meropidae,Coraciiformes
Merops nubicus,Meropidae,Coraciiformes
Merops oreobates,Meropidae,Coraciiformes
Merops orientalis,Meropidae,Coraciiformes
Merops ornatus,Meropidae,Coraciiformes
Merops persicus,Meropidae,Coraciiformes
Merops philippinus,Meropidae,Coraciiformes
Merops pusillus,Meropidae,Coraciiformes
Merops revoilii,Meropidae,Coraciiformes
Merops superciliosus,Meropidae,Coraciiformes
Merops variegatus,Meropidae,Coraciiformes
Merops viridis,Meropidae,Coraciiformes
Nyctyornis amictus,Meropidae,Coraciiformes
Nyctyornis athertoni,Meropidae,Coraciiformes
Aspatha gularis,Momotidae,Coraciiformes
Baryphthengus martii,Momotidae,Coraciiformes
Baryphthengus ruficapillus,Momotidae,Coraciiformes
Electron carinatum,Momotidae,Coraciiformes
Electron platyrhynchum,Momotidae,Coraciiformes
Eumomota superciliosa,Momotidae,Coraciiformes
Hylomanes momotula,Momotidae,Coraciiformes
Momotus aequatorialis,Momotidae,Coraciiformes
Momotus mexicanus,Momotidae,Coraciiformes
Momotus momota,Momotidae,Coraciiformes
Todus angustirostris,Todidae,Coraciiformes
Todus mexicanus,Todidae,Coraciiformes
Todus multicolor,Todidae,Coraciiformes
Todus subulatus,Todidae,Coraciiformes
Todus todus,Todidae,Coraciiformes
Cacomantis castaneiventris,Cuculidae,Cuculiformes
Cacomantis flabelliformis,Cuculidae,Cuculiformes
Cacomantis heinrichi,Cuculidae,Cuculiformes
Cacomantis merulinus,Cuculidae,Cuculiformes
Cacomantis passerinus,Cuculidae,Cuculiformes
Cacomantis sepulcralis,Cuculidae,Cuculiformes
Cacomantis sonneratii,Cuculidae,Cuculiformes
Cacomantis variolosus,Cuculidae,Cuculiformes
Caliechthrus leucolophus,Cuculidae,Cuculiformes
Carpococcyx radiatus,Cuculidae,Cuculiformes
Carpococcyx renauldi,Cuculidae,Cuculiformes
Carpococcyx viridis,Cuculidae,Cuculiformes
Centropus andamanensis,Cuculidae,Cuculiformes
Centropus anselli,Cuculidae,Cuculiformes
Centropus ateralbus,Cuculidae,Cuculiformes
Centropus bengalensis,Cuculidae,Cuculiformes
Centropus bernsteini,Cuculidae,Cuculiformes
Centropus celebensis,Cuculidae,Cuculiformes
Centropus chalybeus,Cuculidae,Cuculiformes
Centropus chlororhynchus,Cuculidae,Cuculiformes
Centropus cupreicaudus,Cuculidae,Cuculiformes
Centropus goliath,Cuculidae,Cuculiformes
Centropus grillii,Cuculidae,Cuculiformes
Centropus leucogaster,Cuculidae,Cuculiformes
Centropus melanops,Cuculidae,Cuculiformes
Centropus menbeki,Cuculidae,Cuculiformes
Centropus milo,Cuculidae,Cuculiformes
Centropus monachus,Cuculidae,Cuculiformes
Centropus nigrorufus,Cuculidae,Cuculiformes
Centropus phasianinus,Cuculidae,Cuculiformes
Centropus rectunguis,Cuculidae,Cuculiformes
Centropus senegalensis,Cuculidae,Cuculiformes
Centropus sinensis,Cuculidae,Cuculiformes
Centropus spilopterus,Cuculidae,Cuculiformes
Centropus steerii,Cuculidae,Cuculiformes
Centropus superciliosus,Cuculidae,Cuculiformes
Centropus toulou,Cuculidae,Cuculiformes
Centropus unirufus,Cuculidae,Cuculiformes
Centropus violaceus,Cuculidae,Cuculiformes
Centropus viridis,Cuculidae,Cuculiformes
Cercococcyx mechowi,Cuculidae,Cuculiformes
Cercococcyx montanus,Cuculidae,Cuculiformes
Cercococcyx olivinus,Cuculidae,Cuculiformes
Ceuthmochares aereus,Cuculidae,Cuculiformes
Chrysococcyx basalis,Cuculidae,Cuculiformes
Chrysococcyx caprius,Cuculidae,Cuculiformes
Chrysococcyx crassirostris,Cuculidae,Cuculiformes
Chrysococcyx cupreus,Cuculidae,Cuculiformes
Chrysococcyx flavigularis,Cuculidae,Cuculiformes
Chrysococcyx klaas,Cuculidae,Cuculiformes
Chrysococcyx lucidus,Cuculidae,Cuculiformes
Chrysococcyx maculatus,Cuculidae,Cuculiformes
Chrysococcyx meyeri,Cuculidae,Cuculiformes
Chrysococcyx minutillus,Cuculidae,Cuculiformes
Chrysococcyx osculans,Cuculidae,Cuculiformes
Chrysococcyx ruficollis,Cuculidae,Cuculiformes
Chrysococcyx russatus,Cuculidae,Cuculiformes
Chrysococcyx xanthorhynchus,Cuculidae,Cuculiformes
Clamator coromandus,Cuculidae,Cuculiformes
Clamator glandarius,Cuculidae,Cuculiformes
Clamator jacobinus,Cuculidae,Cuculiformes
Clamator levaillantii,Cuculidae,Cuculiformes
Coccycua cinerea,Cuculidae,Cuculiformes
Coccycua minuta,Cuculidae,Cuculiformes
Coccycua pumila,Cuculidae,Cuculiformes
Coccyzus americanus,Cuculidae,Cuculiformes
Coccyzus erythropthalmus,Cuculidae,Cuculiformes
Coccyzus euleri,Cuculidae,Cuculiformes
Coccyzus ferrugineus,Cuculidae,Cuculiformes
Coccyzus lansbergi,Cuculidae,Cuculiformes
Coccyzus longirostris,Cuculidae,Cuculiformes
Coccyzus melacoryphus,Cuculidae,Cuculiformes
Coccyzus merlini,Cuculidae,Cuculiformes
Coccyzus minor,Cuculidae,Cuculiformes
Coccyzus pluvialis,Cuculidae,Cuculiformes
Coccyzus rufigularis,Cuculidae,Cuculiformes
Coccyzus vetula,Cuculidae,Cuculiformes
Coccyzus vieilloti,Cuculidae,Cuculiformes
Coua caerulea,Cuculidae,Cuculiformes
Coua coquereli,Cuculidae,Cuculiformes
Coua cristata,Cuculidae,Cuculiformes
Coua cursor,Cuculidae,Cuculiformes
Coua gigas,Cuculidae,Cuculiformes
Coua reynaudii,Cuculidae,Cuculiformes
Coua ruficeps,Cuculidae,Cuculiformes
Coua serriana,Cuculidae,Cuculiformes
Coua verreauxi,Cuculidae,Cuculiformes
Crotophaga ani,Cuculidae,Cuculiformes
Crotophaga major,Cuculidae,Cuculiformes
Crotophaga sulcirostris,Cuculidae,Cuculiformes
Cuculus canorus,Cuculidae,Cuculiformes
Cuculus clamosus,Cuculidae,Cuculiformes
Cuculus crassirostris,Cuculidae,Cuculiformes
Cuculus fugax,Cuculidae,Cuculiformes
Cuculus gularis,Cuculidae,Cuculiformes
Cuculus lepidus,Cuculidae,Cuculiformes
Cuculus micropterus,Cuculidae,Cuculiformes
Cuculus optatus,Cuculidae,Cuculiformes
Cuculus pallidus,Cuculidae,Cuculiformes
Cuculus poliocephalus,Cuculidae,Cuculiformes
Cuculus rochii,Cuculidae,Cuculiformes
Cuculus saturatus,Cuculidae,Cuculiformes
Cuculus solitarius,Cuculidae,Cuculiformes
Cuculus sparverioides,Cuculidae,Cuculiformes
Cuculus vagans,Cuculidae,Cuculiformes
Cuculus varius,Cuculidae,Cuculiformes
Dromococcyx pavoninus,Cuculidae,Cuculiformes
Dromococcyx phasianellus,Cuculidae,Cuculiformes
Eudynamys melanorhynchus,Cuculidae,Cuculiformes
Eudynamys orientalis,Cuculidae,Cuculiformes
Eudynamys scolopaceus,Cuculidae,Cuculiformes
Eudynamys taitensis,Cuculidae,Cuculiformes
Geococcyx californianus,Cuculidae,Cuculiformes
Geococcyx velox,Cuculidae,Cuculiformes
Guira guira,Cuculidae,Cuculiformes
Microdynamis parva,Cuculidae,Cuculiformes
Morococcyx erythropygus,Cuculidae,Cuculiformes
Neomorphus geoffroyi,Cuculidae,Cuculiformes
Neomorphus pucheranii,Cuculidae,Cuculiformes
Neomorphus radiolosus,Cuculidae,Cuculiformes
Neomorphus rufipennis,Cuculidae,Cuculiformes
Neomorphus squamiger,Cuculidae,Cuculiformes
Pachycoccyx audeberti,Cuculidae,Cuculiformes
Phaenicophaeus calyorhynchus,Cuculidae,Cuculiformes
Phaenicophaeus chlorophaeus,Cuculidae,Cuculiformes
Phaenicophaeus cumingi,Cuculidae,Cuculiformes
Phaenicophaeus curvirostris,Cuculidae,Cuculiformes
Phaenicophaeus diardi,Cuculidae,Cuculiformes
Phaenicophaeus javanicus,Cuculidae,Cuculiformes
Phaenicophaeus leschenaultii,Cuculidae,Cuculiformes
Phaenicophaeus pyrrhocephalus,Cuculidae,Cuculiformes
Phaenicophaeus sumatranus,Cuculidae,Cuculiformes
Phaenicophaeus superciliosus,Cuculidae,Cuculiformes
Phaenicophaeus tristis,Cuculidae,Cuculiformes
Phaenicophaeus viridirostris,Cuculidae,Cuculiformes
Piaya cayana,Cuculidae,Cuculiformes
Piaya melanogaster,Cuculidae,Cuculiformes
Rhamphomantis megarhynchus,Cuculidae,Cuculiformes
Scythrops novaehollandiae,Cuculidae,Cuculiformes
Surniculus lugubris,Cuculidae,Cuculiformes
Surniculus velutinus,Cuculidae,Cuculiformes
Tapera naevia,Cuculidae,Cuculiformes
Eurypyga helias,Eurypygidae,Eurypygiformes
Rhynochetos jubatus,Rhynochetidae,Eurypygiformes
Caracara cheriway,Falconidae,Falconiformes
Caracara plancus,Falconidae,Falconiformes
Daptrius ater,Falconidae,Falconiformes
Falco alopex,Falconidae,Falconiformes
Falco amurensis,Falconidae,Falconiformes
Falco araea,Falconidae,Falconiformes
Falco ardosiaceus,Falconidae,Falconiformes
Falco berigora,Falconidae,Falconiformes
Falco biarmicus,Falconidae,Falconiformes
Falco cenchroides,Falconidae,Falconiformes
Falco cherrug,Falconidae,Falconiformes
Falco chicquera,Falconidae,Falconiformes
Falco columbarius,Falconidae,Falconiformes
Falco concolor,Falconidae,Falconiformes
Falco cuvierii,Falconidae,Falconiformes
Falco deiroleucus,Falconidae,Falconiformes
Falco dickinsoni,Falconidae,Falconiformes
Falco eleonorae,Falconidae,Falconiformes
Falco fasciinucha,Falconidae,Falconiformes
Falco femoralis,Falconidae,Falconiformes
Falco hypoleucos,Falconidae,Falconiformes
Falco jugger,Falconidae,Falconiformes
Falco longipennis,Falconidae,Falconiformes
Falco mexicanus,Falconidae,Falconiformes
Falco moluccensis,Falconidae,Falconiformes
Falco naumanni,Falconidae,Falconiformes
Falco newtoni,Falconidae,Falconiformes
Falco novaeseelandiae,Falconidae,Falconiformes
Falco pelegrinoides,Falconidae,Falconiformes
Falco peregrinus,Falconidae,Falconiformes
Falco punctatus,Falconidae,Falconiformes
Falco rufigularis,Falconidae,Falconiformes
Falco rupicoloides,Falconidae,Falconiformes
Falco rusticolus,Falconidae,Falconiformes
Falco severus,Falconidae,Falconiformes
Falco sparverius,Falconidae,Falconiformes
Falco subbuteo,Falconidae,Falconiformes
Falco subniger,Falconidae,Falconiformes
Falco tinnunculus,Falconidae,Falconiformes
Falco vespertinus,Falconidae,Falconiformes
Falco zoniventris,Falconidae,Falconiformes
Herpetotheres cachinnans,Falconidae,Falconiformes
Ibycter americanus,Falconidae,Falconiformes
Micrastur buckleyi,Falconidae,Falconiformes
Micrastur gilvicollis,Falconidae,Falconiformes
Micrastur mintoni,Falconidae,Falconiformes
Micrastur mirandollei,Falconidae,Falconiformes
Micrastur plumbeus,Falconidae,Falconiformes
Micrastur ruficollis,Falconidae,Falconiformes
Micrastur semitorquatus,Falconidae,Falconiformes
Microhierax caerulescens,Falconidae,Falconiformes
Microhierax erythrogenys,Falconidae,Falconiformes
Microhierax fringillarius,Falconidae,Falconiformes
Microhierax latifrons,Falconidae,Falconiformes
Microhierax melanoleucos,Falconidae,Falconiformes
Milvago chimachima,Falconidae,Falconiformes
Milvago chimango,Falconidae,Falconiformes
